responseid,startdate,coop1,pass1,coop2,pass2,pass_prob,coop_mexotx,coop_mexoty,coop_meyotx,coop_meyoty,ddt_log_k,study,carit_correct,carit_go_correct,carit_nogo_correct,carit_rt,flanker_correct,flanker_error,flanker_slow,flanker_rt,q_gender,q_age,q_race,q_demrep,q_cash_choice,nfc,risk,trust,edu,income,wvs106_1,wvs108_1,wvs176_1,wvs250_1,bel2,bel2_5,urbanrural,urchild,q_income,q_maternal,q_household,q_neuro,q_anxious,q_exercise,q_sleep_1,q_screen_1,crt,bmi,Strategy
R_1Pdch2LvX4QMsex,1/24/2022 19:34,100,0,0,1,1,50,50,50,49,0.1675016,CARIT,0.9130435,0.9852941,0.7083333,381.0149,,,,,2,47,2,1,2,1,6,3,5,8,1,10,6,9,1,12,2,1,4,2,3,2,4,8,7,18,0,38.00822,Random
R_10P1Dg6EJLen2JM,1/21/2022 23:00,50,1,100,1,1,100,100,100,100,-3.422327,CARIT,0.9397993,0.9777217,0.8333333,446.2627,,,,,2,55,1,6,2,2,2,4,5,6,10,10,10,9,1,98,3,5,4,4,2,2,2,1,7,8,2,27.45444,Coop
R_AKXyfzRs3MJCQWR,1/24/2022 18:41,40,1,59,1,1,100,56,45,100,-1.295305,CARIT,0.8417343,0.903863,0.6666667,474.5723,,,,,1,45,1,4,2,2,3,7,5,3,8,7,10,10,1,3,2,2,1,1,2,2,2,1,7,4,1,24.40972,Random
R_39mrQY2n2tj5eQV,1/12/2022 16:17,21,1,33,1,1,36,33,69,30,4.558197,CARIT,,,,,,,,,2,42,1,2,1,2,6,5,5,7,4,7,4,4,1,1,2,2,2,4,4,2,4,2,8,12,0,32.18946,Random
R_1gUOBzUZfDmA7Fu,1/24/2022 17:31,21,1,12,1,1,63,59,0,24,3.344367,CARIT,0.7707238,0.7115891,0.9375,536.3295,,,,,2,45,1,2,1,5,2,3,4,3,2,3,5,10,1,2,2,2,1,4,1,2,4,1,6,8,2,27.43236,Random
R_2wig6m9ztKdJrOO,1/24/2022 17:28,100,0,100,1,1,89,100,26,100,-1.231141,CARIT,0.6990564,0.6805311,0.75,521.9359,,,,,2,54,1,2,2,1,2,6,7,5,9,3,9,10,3,98,6,5,4,4,4,2,3,3,9,10,3,22.14034,Other
R_1j8NMkvpRWjnJb6,1/24/2022 17:34,50,1,50,1,1,0,100,0,23,-3.939355,CARIT,,,,,,,,,1,45,1,3,2,2,1,5,7,2,5,5,1,1,1,9,3,3,1,2,7,2,2,1,6,5,3,25.10216,SuckerDef
R_CgJsZ7qF8SwgFr3,1/14/2022 19:42,25,0,26,1,1,80,16,50,22,-3.465283,CARIT,0.9672121,0.9777217,0.9375,462.1543,,,,,2,67,1,2,2,1,3,5,5,3,4,4,6,9,1,99,1,1,1,4,1,2,2,1,8,3,3,31.23682,Random
R_1LhW53FhKVJMGr2,1/14/2022 20:00,13,0,0,1,1,87,0,99,0,-1.500387,CARIT,,,,,,,,,2,38,1,1,1,2,6,5,7,6,5,3,10,10,3,96,2,2,2,1,2,2,3,4,6,4,0,26.43079,SuspiciousTitForTat
R_3J7XyeNfEQTPlZV,1/24/2022 17:32,79,1,21,1,1,67,64,64,63,-3.010195,CARIT,0.6718825,0.7033582,0.5833333,524.1647,,,,,2,45,1,2,2,1,1,2,5,1,1,1,6,10,3,96,4,4,1,4,3,1,3,1,8,11,3,41.34425,Random
R_2Cy2fxcqmIKHFKt,1/14/2022 20:27,89,1,82,1,1,100,72,100,64,-1.389917,CARIT,0.9617773,1,0.8541667,416.3148,,,,,1,63,1,4,2,2,6,5,7,6,9,8,4,4,2,98,6,6,2,4,2,2,2,4,7,4,3,31.74648,Coop
R_1pGxVg6xyre4vp7,1/24/2022 17:55,100,1,100,1,1,100,48,100,51,-1.711792,CARIT,0.950848,0.9630158,0.9166667,440.3769,,,,,1,53,1,3,2,3,7,5,6,5,6,4,7,10,1,1,2,2,4,1,2,2,2,3,7,5,3,26.28313,BitterCoopCoop
R_3imT49ZNT960Ma3,1/22/2022 15:02,77,1,62,1,1,79,36,74,28,-1.522663,CARIT,0.9016364,0.9480904,0.7708333,485.7845,,,,,1,36,6,1,1,1,10,7,5,2,1,1,10,10,1,3,5,3,1,1,2,2,4,2,7,7,2,27.02142,Random
R_1jV7L05NlVYAFfo,1/24/2022 18:01,1,0,100,0,0,2,0,50,0,-3.939355,CARIT,0.3932155,0.1847015,0.9791667,579.8456,,,,,2,68,2,1,2,3,7,6,5,4,2,5,1,6,1,2,1,1,1,4,2,2,1,3,7,6,0,35.44118,Other
R_AG0WG4ejMLxqcP7,1/14/2022 20:03,22,1,84,1,1,100,8,100,13,-1.406327,CARIT,0.9509078,0.9925373,0.8333333,426.2014,,,,,2,46,1,5,2,1,2,5,7,7,8,9,2,10,1,12,3,4,4,4,3,2,4,4,8,6,3,46.22903,TitForTat
R_2Qh1ibFVFyWbJhB,1/24/2022 17:29,0,1,100,1,1,100,0,37,42,0.8379338,CARIT,,,,,,,,,2,60,1,5,1,2,7,6,7,7,8,6,9,10,1,2,5,6,4,1,2,2,3,4,5,5,3,22.59412,Grim
R_2amlZfZNirNO6DC,1/24/2022 17:38,100,0,67,1,1,100,0,21,100,6.262293,CARIT,0.7596154,0.8373573,0.5416667,448.4824,,,,,1,50,1,2,1,2,7,5,5,3,4,2,4,8,1,3,4,1,1,2,2,1,3,2,10,5,1,32.48477,Other
R_1OOBmYCn9BlqnkJ,1/12/2022 10:54,68,1,82,1,1,100,88,27,0,-0.607447,CARIT,0.9130435,0.9411765,0.8333333,435.4688,,,,,1,39,1,4,2,1,9,7,6,8,10,10,8,10,1,12,6,6,2,4,3,2,1,4,7,12,1,54.59689,FourteenCoop
R_3Q0jJslEqehfnqP,1/8/2022 20:17,0,0,0,1,1,0,0,0,0,-0.9030852,CARIT,0.8369565,0.9264706,0.5833333,420.6508,,,,,1,47,1,4,2,3,5,3,6,5,10,10,7,10,1,1,5,4,2,1,3,2,1,7,7,2,2,32.23097,Defect
R_BAqyCT7hVW3PAIx,1/24/2022 18:35,100,1,100,1,1,100,0,100,45,1.760162,CARIT,0.9617176,0.9555531,0.9791667,495.554,,,,,2,38,1,5,1,3,6,6,5,6,7,7,9,10,1,2,1,1,1,4,4,2,1,1,6,2,1,32.27732,TitForTat
R_1JR5pB4V3IHZyWD,1/24/2022 18:21,51,1,50,1,1,52,51,50,49,-0.1955145,CARIT,0.77586,0.8511853,0.5625,501.2306,,,,,1,58,1,3,2,2,1,6,7,4,1,1,9,10,1,1,3,4,2,2,2,2,2,3,7,7,2,22.31303,Random
R_2ZIBBEew2D5eRBP,1/24/2022 18:24,16,1,,,,,,,,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coop
R_1GJqoIr3jyc4IDu,1/24/2022 20:44,8,1,0,1,1,100,0,74,0,-2.909417,CARIT,,,,,,,,,1,68,1,6,2,1,4,5,7,7,1,1,5,10,4,4,5,3,1,2,2,2,1,3,8,5,2,23.5651,SuspiciousTitForTat
R_SZUVOlYnwFxVvON,1/24/2022 18:33,0,1,0,1,1,84,0,0,100,-3.292394,CARIT,0.923495,0.9331651,0.8958333,510.9053,,,,,2,77,2,2,2,3,2,5,7,3,6,4,9,9,1,2,5,3,1,4,1,2,2,3,6,8,0,31.1736,Other
R_3CW8mlalyFgZSta,1/21/2022 16:26,100,1,84,1,1,100,32,21,21,3.111973,CARIT,0.9071309,0.9630158,0.75,458.3231,,,,,2,59,1,1,1,3,4,6,7,7,7,7,7,10,1,9,5,4,2,2,2,2,3,2,8,8,3,17.75253,Grim
R_2R9yFaB1MfVEwuI,1/24/2022 17:03,8,1,100,1,1,46,50,90,40,-3.934559,CARIT,0.874343,0.9185689,0.75,476.6452,,,,,2,54,1,2,2,2,7,4,7,9,5,5,10,10,4,98,6,6,4,4,4,2,4,5,6,10,3,21.92471,Random
R_3qkyJVjyXqqHjCJ,1/6/2022 23:15,50,1,87,1,1,89,88,14,13,0.1902326,CARIT,0.8532609,0.8676471,0.8125,523.2288,,,,,1,52,1,1,1,1,2,6,5,3,1,1,1,10,4,97,2,1,1,1,2,2,1,1,7,9,3,31.59882,Random
R_1oiKDV2yGTKHncp,1/24/2022 18:49,3,1,16,1,1,50,9,14,11,-1.674656,CARIT,,,,,,,,,2,64,1,1,1,1,2,1,6,5,1,1,10,10,1,1,5,5,2,2,2,2,4,1,5,3,2,32.91883,Defect
R_3GfG0rqKpvKjHg7,1/24/2022 17:04,70,1,64,1,1,84,11,58,34,1.109038,CARIT,0.9454133,0.9556628,0.9166667,532.4318,,,,,1,60,1,2,2,3,6,4,6,4,4,4,7,9,4,97,3,2,1,1,1,2,3,1,7,6,3,20.77901,Random
R_2dvbqXwP4Jllbaj,1/22/2022 14:42,100,1,100,1,1,100,0,0,0,0.7546763,CARIT,0.9727663,1,0.8958333,380.1511,,,,,1,39,1,4,1,2,8,5,5,7,8,9,8,10,4,98,2,2,4,4,6,2,2,4,6,3,3,29.44175,Grim
R_1KsaoHxKDcdKBFO,1/24/2022 18:01,39,1,35,1,1,17,23,23,23,2.480348,CARIT,0.9727066,0.9926471,0.9166667,413.4105,,,,,2,39,1,5,1,5,0,5,4,3,7,9,9,10,1,2,2,2,1,2,2,2,3,8,5,7,3,24.12663,Defect
R_10AgP0r8RxfFEdx,1/22/2022 13:01,47,1,51,1,1,53,47,66,49,0.9151295,CARIT,0.8741041,0.8587577,0.9166667,476.9094,,,,,2,43,2,2,1,3,5,5,7,5,7,4,5,9,1,2,5,5,4,2,5,2,2,2,7,11,1,34.60923,Random
R_3stwwN1fY3uKsjc,1/14/2022 19:25,0,1,0,1,1,0,0,0,0,0.9578554,CARIT,0.9453536,0.970259,0.875,477.2667,,,,,2,39,1,3,2,1,0,3,6,7,5,8,6,8,3,96,4,4,4,2,3,1,4,1,5,3,0,21.45489,Defect
R_2EcWjIruX8ItL9c,1/24/2022 18:14,19,1,18,1,1,20,78,19,66,1.448238,CARIT,0.8798973,0.9484197,0.6875,422.6962,,,,,1,40,1,3,1,2,2,6,4,5,10,8,9,9,3,96,3,4,2,1,3,2,3,4,6,3,1,49.86678,Other
R_xF2FUP4ovVDXDQ5,1/21/2022 22:47,37,1,73,1,1,85,19,70,10,-0.1752074,CARIT,0.7756211,0.7549385,0.8333333,504.8883,,,,,1,53,1,1,2,3,6,4,5,4,5,5,7,9,4,98,2,2,2,4,2,2,3,3,6,6,3,27.57121,TitForTat
R_1FKCR2iZeXfKXrO,1/14/2022 19:44,0,1,0,1,1,0,0,0,0,-1.390287,CARIT,0.9070712,0.9479807,0.7916667,483.3844,,,,,1,36,1,3,1,3,6,3,4,2,1,1,8,1,3,3,1,1,1,4,1,2,2,1,7,10,3,30.78337,Defect
R_3qvyVTuIgHtaS8W,1/24/2022 20:28,0,1,0,1,1,100,0,0,0,-2.982076,CARIT,0.9233755,0.9925373,0.7291667,395.6511,,,,,1,49,1,3,2,2,7,5,6,7,10,10,1,9,4,97,6,3,4,4,2,2,2,2,5,8,2,25.67568,StubbornDef
R_2D8mTjKtVrfc6Bs,1/24/2022 17:37,18,0,0,1,1,100,0,100,0,4.07877,CARIT,0.7484472,0.8593064,0.4375,472.5258,,,,,2,41,1,5,1,4,3,2,4,2,3,2,2,1,4,97,3,4,2,2,6,2,4,1,5,3,2,28.88625,SuspiciousTitForTat
R_1own3Ma4AcppgAZ,1/21/2022 17:04,97,1,93,1,1,85,80,87,81,-1.220653,CARIT,,,,,,,,,2,61,1,1,2,1,5,6,7,6,1,1,10,10,3,4,2,1,4,1,2,1,3,5,8,5,2,28.18891,Coop
R_tSvSuCFZhqiwtKV,1/24/2022 18:33,0,1,0,1,1,0,0,0,0,-0.7108123,CARIT,0.8906474,0.9333845,0.7708333,480.619,,,,,2,55,1,1,1,3,4,5,6,6,7,3,10,10,3,2,1,1,2,2,2,2,1,4,7,10,2,27.95361,Defect
R_3fCBWXBk75EitXa,1/24/2022 17:50,81,1,80,1,1,95,51,50,50,-2.268234,CARIT,0.710344,0.6368525,0.9166667,512.9482,,,,,2,58,1,1,2,1,6,6,7,9,1,1,10,10,2,6,3,3,4,4,4,2,2,5,6,9,0,19.20265,Random
R_2R9xGig3pHDMM9m,1/21/2022 23:29,0,1,0,1,1,0,100,0,0,-2.74234,CARIT,0.9399188,0.9479807,0.9166667,473.3514,,,,,1,44,1,5,2,3,8,3,5,2,10,9,4,9,4,97,2,2,1,4,3,2,1,4,7,8,0,21.69753,SuckerDef
R_3qsagbkFquaItRL,1/24/2022 17:55,7,1,12,1,1,91,92,100,8,-0.5695431,CARIT,,,,,,,,,1,51,1,1,1,1,7,4,6,5,2,1,10,10,4,97,2,2,2,4,3,2,3,1,7,9,3,21.63483,Other
R_2fwDN9D9EpZngZN,1/14/2022 20:08,50,1,57,1,1,78,42,78,79,0.2228463,CARIT,0.9347826,1,0.75,431.1029,,,,,2,43,1,5,1,3,3,6,6,7,4,4,4,7,1,2,3,3,2,4,3,1,3,2,7,2,2,21.09,Random
R_22mZJUYKHceYSci,1/24/2022 17:35,100,1,100,1,1,100,0,100,0,-3.936617,CARIT,0.9399785,0.9482002,0.9166667,501.3672,,,,,2,46,1,1,2,5,2,6,6,6,1,1,8,10,4,97,6,2,2,1,2,2,2,1,9,10,3,26.25952,TitForTat
R_2BwzQCAsD70fXeE,1/12/2022 16:22,98,1,98,1,1,97,89,92,86,-2.352045,CARIT,0.9782609,0.9705882,1,478.2848,,,,,1,56,5,1,2,3,7,5,5,3,2,1,8,9,1,1,2,5,1,2,1,2,2,3,7,6,2,25.98782,Coop
R_1kYtn3qn8fFS4BV,1/21/2022 22:24,97,1,95,1,1,100,79,100,69,4.692366,CARIT,0.9179407,0.9926471,0.7083333,438.6194,,,,,2,55,1,3,1,2,9,5,7,7,8,3,9,10,1,98,6,6,2,1,6,2,1,6,6,7,3,21.92471,Coop
R_2afN33LPsu5HU92,1/22/2022 12:46,100,1,94,1,1,100,13,96,16,0.1422258,CARIT,0.917881,0.9627963,0.7916667,440.7768,,,,,2,54,1,1,1,2,6,4,7,5,7,4,3,10,3,2,4,3,2,2,4,2,3,3,7,4,1,23.77471,TitForTat
R_1ezrSxkWv5YJS9N,1/19/2022 18:37,6,1,5,1,1,0,15,18,27,3.596806,CARIT,,,,,,,,,2,42,1,3,1,3,3,5,6,3,1,3,4,9,1,3,5,5,1,1,1,2,2,2,5,8,3,23.20307,Defect
R_x4NwiAVq7pK1V8B,1/24/2022 18:00,17,1,58,1,1,50,50,50,50,-1.823427,CARIT,,,,,,,,,2,59,1,1,2,2,2,5,5,4,1,1,6,10,1,98,4,3,2,4,1,2,2,8,8,12,2,18.75257,Random
R_2Sqss8TBzGnyHDE,1/22/2022 14:01,35,1,28,1,1,63,62,30,31,-1.006745,CARIT,0.8853918,0.9630158,0.6666667,450.7077,,,,,1,52,1,2,2,3,6,5,6,5,8,7,3,10,3,99,2,2,2,2,2,2,3,3,7,2,0,31.46142,Random
R_123yX6XPx5ac7Lb,1/22/2022 14:46,74,1,100,1,1,93,16,95,0,-2.043747,CARIT,,,,,,,,,1,46,1,1,1,3,3,6,5,3,1,1,9,10,4,97,4,2,1,1,4,2,1,1,7,3,2,28.18891,TitForTat
R_1hMdnpGRoRHevtC,1/24/2022 20:13,77,1,89,1,1,100,50,100,100,-2.036541,CARIT,,,,,,,,,1,41,5,3,2,2,7,5,6,6,5,4,9,9,1,3,6,6,2,2,4,2,3,4,6,4,3,27.89129,Coop
R_1jcAcC5agMhHntW,1/14/2022 20:02,99,1,94,1,1,100,31,70,3,-3.93321,CARIT,0.9453536,0.9629061,0.8958333,506.8073,,,,,1,39,1,3,2,4,1,2,6,4,4,6,9,8,1,3,6,6,2,2,1,2,1,1,3,7,3,19.93461,TitForTat
R_203btwh2R88JfZn,1/24/2022 16:57,86,1,89,1,1,100,71,79,57,-2.193616,CARIT,0.9071309,0.9482002,0.7916667,508.1016,,,,,2,40,1,1,2,1,6,6,6,5,3,1,3,10,3,96,4,4,2,4,5,2,3,4,7,1,3,30.11086,Coop
R_2TGipgVx8VeURZ8,1/22/2022 14:57,33,1,33,1,1,33,35,36,36,-0.109838,CARIT,0.830387,0.9111062,0.6041667,410.3288,,,,,1,45,1,4,1,2,2,5,6,5,7,6,4,9,2,1,6,6,2,1,3,2,2,2,8,10,2,37.24805,Random
R_1Qck7xqzc4Y2LZ1,1/24/2022 18:04,100,1,100,1,1,100,100,100,100,-1.662838,CARIT,0.8416149,0.8370281,0.8541667,530.7777,,,,,1,67,1,1,2,3,3,4,5,5,1,1,2,10,4,97,5,3,1,2,3,2,2,1,6,4,3,29.8341,Coop
R_2D0UcXJE9WimGNs,1/12/2022 10:56,49,1,92,1,1,50,65,50,60,1.570104,CARIT,0.7814739,0.8370281,0.625,473.2741,,,,,1,46,1,2,1,2,5,5,4,5,7,6,5,8,1,98,2,2,1,1,2,2,2,5,6,12,0,25.76582,Random
R_3dYZjgjS1nJwJJv,1/21/2022 16:59,28,0,36,1,1,31,66,29,42,-3.058971,CARIT,0.8794792,0.9629061,0.6458333,449.9413,,,,,1,37,1,4,2,2,8,3,4,4,8,3,8,8,1,3,1,1,1,4,1,2,2,2,7,8,3,29.15606,Random
R_shWGFev0nZhew93,1/22/2022 13:58,66,1,65,1,1,66,66,66,66,2.903655,CARIT,0.9346632,1,0.75,433.9286,,,,,2,56,1,4,1,2,4,4,6,5,9,9,3,2,1,98,2,2,1,4,1,1,2,1,6,8,0,23.91156,Random
R_WvWb387EvHSWkSt,1/14/2022 19:13,61,1,45,1,1,36,36,38,62,-2.366132,CARIT,0.9453536,0.9777217,0.8541667,412.996,,,,,2,52,2,1,1,4,7,4,7,7,7,1,8,9,1,2,5,5,1,4,1,2,2,4,8,14,2,40.89684,Random
R_1fcOskHnTli3LwE,1/21/2022 22:56,89,1,99,1,1,99,57,95,58,-2.5515,CARIT,0.9453536,1,0.7916667,412.3789,,,,,2,53,1,1,2,3,6,5,6,6,1,1,9,10,4,98,5,5,4,2,4,2,3,3,6,4,3,27.75849,Coop
R_3fJHot3MzoqsaUZ,1/24/2022 20:22,86,1,81,1,1,87,86,85,85,-0.872013,CARIT,0.8198161,0.9113258,0.5625,480.9734,,,,,1,60,1,5,2,2,2,3,7,6,9,10,10,8,1,2,3,2,2,2,4,2,2,8,6,6,3,30.84592,Coop
R_3wqqk15PA3djGyR,1/24/2022 19:22,100,1,100,1,1,100,100,100,100,-1.495983,CARIT,0.759257,0.8366988,0.5416667,494.3151,,,,,1,47,1,1,2,3,8,7,7,7,8,4,10,10,3,96,6,3,2,1,2,2,2,1,8,6,2,25.16216,Coop
R_vCCDLbFIiMcKERH,1/22/2022 14:05,0,1,0,1,1,85,0,0,0,-0.6099028,CARIT,0.7923435,0.7628402,0.875,493.7453,,,,,2,46,1,1,1,2,2,3,6,6,2,1,9,10,3,98,4,2,2,2,2,1,3,1,6,4,3,28.28639,StubbornDef
R_AdFJZkhbb5NwrCx,1/21/2022 17:27,100,1,100,1,1,100,0,100,20,-1.9987,CARIT,,,,,,,,,1,43,1,2,2,2,2,5,4,3,1,1,9,10,4,97,5,5,1,2,1,2,3,5,5,3,2,30.86921,TitForTat
R_cwoNpLdQPRIwGJ3,1/24/2022 18:58,93,1,100,1,1,100,14,86,85,3.134322,CARIT,0.8527831,0.8597454,0.8333333,471.4483,,,,,1,57,2,5,1,1,6,2,6,7,7,6,4,10,1,2,4,5,2,2,2,2,3,6,6,15,2,29.15425,BitterCoopCoop
R_1gkHoAQ26Bl3KFi,1/22/2022 13:38,38,1,50,1,1,100,0,77,0,6.294295,CARIT,,,,,,,,,1,38,1,4,1,2,0,1,5,3,7,6,3,8,1,3,3,1,4,2,5,2,4,8,7,15,2,23.18924,TitForTat
R_2DYsT6iLM3S2oN9,1/24/2022 18:06,32,1,39,1,1,93,16,68,21,-3.210536,CARIT,0.9180602,0.9630158,0.7916667,490.9923,,,,,1,65,1,1,2,1,4,7,5,3,7,5,9,10,3,1,1,3,1,1,2,2,3,7,6,7,3,22.03412,SuspiciousTitForTat
R_eaqjX0gPdR8tgPv,1/12/2022 16:28,50,1,50,1,1,100,50,50,50,-1.216022,CARIT,0.8855112,0.8596357,0.9583333,525.4449,,,,,2,57,2,3,2,3,10,5,5,6,5,6,10,10,1,2,4,6,2,4,2,2,1,4,7,6,0,24.27378,Random
R_2EmEmM2MEMZv3S1,1/12/2022 10:58,50,1,84,1,1,79,18,73,20,-1.151592,CARIT,0.9727066,0.9925373,0.9166667,413.0764,,,,,1,46,1,4,2,3,4,5,5,3,6,5,7,8,1,3,2,2,1,2,3,2,4,2,7,5,3,23.49582,TitForTat
R_3POb81FPw8kjyWk,1/24/2022 17:25,94,1,100,1,1,100,100,50,50,-0.5893301,CARIT,0.9452938,0.9482002,0.9375,489.8203,,,,,2,65,1,2,2,3,7,3,6,5,2,2,5,8,3,99,5,4,2,1,2,1,2,1,10,5,2,23.62529,Coop
R_4Vg9N131cDpc0HT,1/7/2022 14:14,100,1,100,1,1,100,100,100,100,2.155462,CARIT,0.9836956,1,0.9375,419.3235,,,,,1,37,"4,6",6,1,1,10,7,5,2,7,10,10,10,1,3,2,6,1,2,3,2,2,1,8,16,3,36.47337,Coop
R_0AIvjLHQl9TDkfD,1/14/2022 20:22,19,1,81,1,1,0,82,19,100,-3.403189,CARIT,0.934484,0.9482002,0.8958333,466.7344,,,,,1,53,"1,5",4,2,4,7,6,6,6,8,7,8,10,1,6,4,4,1,4,1,2,2,4,8,9,1,25.82186,Other
R_2BfHb6DrjUNLcN3,1/24/2022 19:36,36,1,41,1,1,69,7,22,8,-1.987066,CARIT,,,,,,,,,2,43,1,3,1,3,7,5,7,4,4,5,3,4,1,98,5,4,1,2,2,2,3,3,8,10,2,26.45372,StubbornDef
R_cHhvmX4hUrUdIeB,1/22/2022 13:24,19,1,16,1,1,83,20,20,21,-0.3279109,CARIT,0.9782012,1,0.9166667,476.4598,,,,,1,51,1,1,1,3,2,6,5,5,4,3,9,10,3,96,2,2,1,2,2,2,3,1,6,12,1,28.12608,StubbornDef
R_2tMDqczSdNOB4pC,1/24/2022 20:49,,,,,,,,,,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1dp0zHTVcrWQBk2,1/22/2022 14:14,80,1,99,1,1,100,51,7,8,-3.225243,CARIT,0.9397993,0.977612,0.8333333,418.1797,,,,,1,36,1,2,2,4,5,6,7,8,4,2,9,9,4,98,2,3,4,2,2,2,3,4,8,13,3,25.52053,Grim
R_1Iz7CRWK6mpr8fG,1/24/2022 16:52,100,1,100,1,1,100,0,100,0,-1.078093,CARIT,0.9780817,0.9925373,0.9375,484.3273,,,,,2,54,1,4,1,2,1,6,6,4,9,9,8,8,3,96,6,6,2,2,2,2,3,2,5,10,3,37.76446,TitForTat
R_1ezPpklVV0IHunO,1/24/2022 18:31,50,0,50,0,1,11,50,50,0,4.274655,CARIT,0.716376,0.7562555,0.6041667,495.8257,,,,,2,58,1,4,2,3,2,6,5,6,1,1,4,5,1,98,1,4,4,1,2,2,3,3,7,12,0,29.53161,Random
R_1q1Cid0GM5C7XJz,1/21/2022 17:30,14,0,14,1,1,14,36,16,17,2.346488,CARIT,,,,,,,,,1,58,1,4,1,2,4,4,6,6,9,9,3,10,1,2,5,1,2,4,4,2,2,3,6,10,2,29.64244,Defect
R_55QA4UEdW52DPCF,1/24/2022 18:04,10,1,5,1,1,67,0,92,11,-3.575491,CARIT,0.9452938,0.977612,0.8541667,469.4945,,,,,2,69,1,6,1,3,7,6,5,4,10,10,6,10,1,99,4,5,2,1,2,2,3,3,6,8,2,23.23806,SuspiciousTitForTat
R_1LjNGUPTn8Ip6h7,1/24/2022 17:42,0,1,0,1,1,31,0,0,0,0.3145521,CARIT,0.9890707,1,0.9583333,390.9513,,,,,1,36,10,1,2,4,3,5,6,6,1,1,9,10,3,96,6,6,2,2,1,2,2,1,7,16,3,21.41042,Defect
R_3g6fqgWuN5QOL7H,1/24/2022 17:27,13,1,10,1,1,11,11,10,46,0.9986911,CARIT,0.8906474,0.9629061,0.6875,474.594,,,,,2,38,2,2,1,3,2,5,6,6,1,5,9,9,1,3,6,6,2,2,4,2,1,6,8,6,2,24.79718,Defect
R_Ddj5TvpAiuOhxeN,1/21/2022 16:54,83,0,100,1,1,100,68,68,17,0.4844683,CARIT,0.9617773,0.9482002,1,479.1094,,,,,2,36,1,2,2,3,3,5,6,2,3,2,9,10,3,98,3,4,1,4,3,1,2,1,9,5,3,17.37383,FourteenCoop
R_xfTBmJXKhkT4JvH,1/22/2022 14:02,79,1,100,1,1,100,19,100,0,-0.5001185,CARIT,0.9239131,1,0.7083333,419.3824,,,,,1,37,1,5,1,2,9,7,6,7,9,7,7,9,1,2,5,4,4,4,8,2,2,3,7,11,3,30.98939,TitForTat
R_3dKP1t3EQIEywwb,1/7/2022 14:47,27,1,17,1,1,22,22,22,28,3.714894,CARIT,0.9402174,0.9558824,0.8958333,468.3,,,,,1,56,1,3,1,3,3,3,6,5,3,6,8,9,3,6,4,4,1,2,1,2,3,5,8,4,3,23.72383,Defect
R_ODJUeJn8NX2fliV,1/24/2022 18:09,18,1,13,1,0,0,0,0,0,1.434825,CARIT,0.9289895,0.9480904,0.875,458.1581,,,,,2,53,1,3,1,2,4,5,4,4,7,1,5,10,1,3,2,1,1,2,2,2,4,1,6,4,0,20.21527,Defect
R_2VDBoGkkXNhiYBJ,1/6/2022 22:50,92,1,91,1,1,100,50,50,50,6.533744,CARIT,0.9347826,0.9632353,0.8541667,427.6412,,,,,2,38,1,5,1,3,1,1,4,4,2,3,5,6,1,3,4,4,1,1,2,2,2,3,8,4,0,24.62006,Random
R_wZRstfkMC0d5pg5,1/24/2022 18:34,80,1,99,0,1,100,4,99,0,-0.8352528,CARIT,0.9453536,0.9483099,0.9375,453.9886,,,,,2,65,1,1,2,2,2,7,6,4,1,1,9,10,4,97,4,4,2,4,2,2,1,1,9,2,3,37.85619,TitForTat
R_3kBTqyvqWygLuas,1/24/2022 18:41,0,1,0,1,1,80,0,100,0,-3.939355,CARIT,,,,,,,,,2,53,1,2,2,2,1,6,6,4,2,1,10,10,1,1,3,2,2,2,2,2,3,8,7,9,3,37.07227,SuspiciousTitForTat
R_21Ewiaw5E70o3p7,1/14/2022 21:10,39,1,18,1,1,69,8,68,16,-1.466191,CARIT,0.9507883,0.970259,0.8958333,508.0277,,,,,1,59,1,3,1,2,6,6,5,7,4,3,4,7,3,98,2,3,2,4,1,2,1,1,7,8,3,34.53378,SuspiciousTitForTat
R_2XpJoWOPerc8SHb,1/24/2022 17:14,25,1,14,1,1,12,9,11,10,0.8370091,CARIT,0.8312231,0.8970588,0.6458333,419.8917,,,,,2,41,1,4,1,3,2,2,5,2,2,2,3,8,1,2,5,5,1,4,3,1,4,1,7,9,0,28.33963,Defect
R_31HGzuEcR97kfHO,1/24/2022 19:11,0,1,0,1,1,0,0,0,0,5.296366,CARIT,0.8797181,0.9852941,0.5833333,405.8239,,,,,1,43,1,6,1,1,8,6,6,4,10,7,4,10,1,2,1,1,2,1,5,2,3,1,9,6,0,38.62944,Defect
R_1DI5zgFS3oPec3r,1/24/2022 19:14,100,1,0,1,1,100,0,0,0,-3.908921,CARIT,0.9454133,0.970259,0.875,466.4859,,,,,1,51,1,4,2,2,5,5,6,8,8,8,8,9,3,98,2,1,2,1,2,2,3,3,7,5,3,24.36358,StubbornDef
R_3fVGK6s30mO4IGI,1/12/2022 16:16,82,0,84,1,1,83,18,93,87,-1.821024,CARIT,0.9128046,0.940957,0.8333333,492.6691,,,,,2,57,1,6,2,3,4,6,7,8,10,10,8,10,1,2,6,6,4,2,2,2,2,1,7,10,3,28.71701,BitterCoopCoop
